CODIGO,DESCRIPCION DEL ITEM,UNIDAD DE MEDIDA,PRECIO UNITARIO
600100060009,MANTENIMIENTO CORRECTIVO DE REDES DE ARRASTRE DE FONDO,SERVICIO,0.0
600100060010,MANTENIMIENTO PREVENTIVO DE MUELLES EMBARCADEROS,SERVICIO,0.0
600100060012,MANTENIMIENTO CORRECTIVO DE ESTRUCTURA METALICA DE INVERNADERO,SERVICIO,0.0
600100060013,MANTENIMIENTO DE LOS CANALES DE REGADIO Y POZAS DE SEDIMENTACION,SERVICIO,0.0
600100060014,MANTENIMIENTO DE CASETA DE BOMBEO DE MUELLE,SERVICIO,0.0
600100060017,MANTENIMIENTO CORRECTIVO DE TRONCAL DE RED DE VAPOR Y CONDENSADO,SERVICIO,0.0
600100060021,MANTENIMIENTO CORRECTIVO DE SALA DE PROCESOS,SERVICIO,0.0
600100060022,MANTENIMIENTO CORRECTIVO DE LAS ESTRUCTURA DE SISTEMA DE AIRE DE MICROALGA,SERVICIO,0.0
600100060025,MANTENIMIENTO CORRECTIVO DE ESTRUCTURAS METALICAS DE SISTEMA DE AGUAS RESIDUALES,SERVICIO,0.0
600100060026,SERVICIO DE MANTENIMIENTO DE PLANTA DE TRATAMIENTO DE AGUA POTABLE,SERVICIO,0.0
600100060027,MANTENIMIENTO PREVENTIVO DE ESTRUCTURA DE METAL,SERVICIO,0.0
600100060028,MANTENIMIENTO PREVENTIVO DE RED DE GAS MEDICINAL,SERVICIO,0.0
600100060029,MANTENIMIENTO CORRECTIVO DE RED DE GAS MEDICINAL,SERVICIO,0.0
600100060035,MANTENIMIENTO CORRECTIVO DE ESTRUCTURA DE METAL,SERVICIO,0.0
600100060036,MANTENIMIENTO CORRECTIVO DE SISTEMA DE REDES DE VAPOR,SERVICIO,0.0
600100060038,MANTENIMIENTO CORRECTIVO DE ESTRUCTURAS DE INMUEBLE,SERVICIO,0.0
600100090004,SERVICIO DE PINTADO DE PUERTAS,SERVICIO,0.0
600100090005,REPARACION DE PUERTAS,SERVICIO,0.0
600100090008,MANTENIMIENTO DE MARCOS DE VENTANA Y CAMBIO DE VIDRIOS,SERVICIO,0.0
600100090010,MANTENIMIENTO CORRECTIVO DE TABIQUERIA,SERVICIO,0.0
600100090011,SERVICIO DE MANTENIMIENTO Y PINTADO DE PUERTAS METALICAS,SERVICIO,0.0
600100090019,MANTENIMIENTO CORRECTIVO DE PORTONES,SERVICIO,0.0
600100090025,MANTENIMIENTO PREVENTIVO DE PUERTAS CORTAFUEGO,SERVICIO,0.0
600100090028,MANTENIMIENTO Y PINTADO DE PUERTAS VENTANAS Y REJAS DE METAL,SERVICIO,0.0
600100090029,MANTENIMIENTO Y PINTADO DE PUERTAS VENTANAS Y REJAS DE MADERA,SERVICIO,0.0
600100090035,MANTENIMIENTO CORRECTIVO DE PUERTAS Y VENTANAS,SERVICIO,0.0
600100090039,MANTENIMIENTO PREVENTIVO DE PUERTAS ENROLLABLES DE METAL,SERVICIO,0.0
600100090043,MANTENIMIENTO CORRECTIVO DE MAMPARA DE VIDRIO,SERVICIO,0.0
600100090046,MANTENIMIENTO PREVENTIVO DE VENTANAS,SERVICIO,0.0
600100090049,MANTENIMIENTO CORRECTIVO DE PUERTAS DE MADERA,SERVICIO,0.0
600100090051,MANTENIMIENTO CORRECTIVO DE PUERTA DE ALUMINIO,SERVICIO,0.0
600100100001,LIMPIEZA Y MANTENIMIENTO DE POZO ARTESANO,SERVICIO,0.0
600100100003,"SEÑALIZACION DE LA AVENIDA, PISTAS Y SIMILARES",SERVICIO,0.0
600100100004,SEÑALIZACION DE PLAYA DE ESTACIONAMIENTO,SERVICIO,0.0
600100100007,MANTENIMIENTO CORRECTIVO DE ESCALERA DE EDIFICACION,SERVICIO,0.0
600100100008,MANTENIMIENTO DE TANQUE ELEVADO DE CONCRETO ARMADO,SERVICIO,0.0
600100100009,MANTENIMIENTO CORRECTIVO DE CISTERNA DE CONCRETO,SERVICIO,0.0
600100100012,MANTENIMIENTO CORRECTIVO DE VIGA DE CONCRETO ARMADO,SERVICIO,0.0
600100110001,MANTENIMIENTO CORRECTIVO DE CARRETERAS,SERVICIO,0.0
600100110002,MANTENIMIENTO PREVENTIVO DE CAMINOS,SERVICIO,0.0
600100110009,MANTENIMIENTO CORRECTIVO DE CAMINOS,SERVICIO,0.0
600100110010,MANTENIMIENTO PREVENTIVO DE CARRETERAS,SERVICIO,0.0
600100110011,MANTENIMIENTO PREVENTIVO DE TROCHA CARROZABLE,SERVICIO,0.0
600100110012,MANTENIMIENTO CORRECTIVO DE TROCHA CARROZABLE,SERVICIO,0.0
600500010017,MANTENIMIENTO CORRECTIVO DE TRAJE DE BUCEO,SERVICIO,0.0
600500010021,MANTENIMIENTO PREVENTIVO DE BICICLETA,SERVICIO,0.0
600500010033,MANTENIMIENTO CORRECTIVO DE BICICLETA,SERVICIO,0.0
601000010008,MANTENIMIENTO CORRECTIVO DE EQUIPO DE AIRE ACONDICIONADO,SERVICIO,0.0
601000010010,MANTENIMIENTO PREVENTIVO DE ACONDICIONADOR DE AIRE TIPO CENTRAL,SERVICIO,0.0
601000010011,MANTENIMIENTO PREVENTIVO DE EQUIPO DE AIRE ACONDICIONADO TIPO SPLIT,SERVICIO,0.0
601000010012,MANTENIMIENTO PREVENTIVO DE ACONDICIONADOR DE AIRE TIPO VENTANA,SERVICIO,0.0
601000010013,MANTENIMIENTO PREVENTIVO DE ACONDICIONADOR DE AIRE TIPO CALEFACTOR,SERVICIO,0.0
601000010014,MANTENIMIENTO CORRECTIVO DE EQUIPO DE AIRE ACONDICIONADO TIPO SPLIT,SERVICIO,0.0
601000010015,MANTENIMIENTO CORRECTIVO DE AIRE ACONDICIONADO TIPO VENTANA,SERVICIO,0.0
601000010017,MANTENIMIENTO PREVENTIVO DE EQUIPO DE AIRE ACONDICIONADO DE 18000 BTU,SERVICIO,0.0
601000010018,MANTENIMIENTO PREVENTIVO DE EQUIPO DE AIRE ACONDICIONADO DE 23500 BTU,SERVICIO,0.0
601000010019,MANTENIMIENTO PREVENTIVO DE EQUIPO DE AIRE ACONDICIONADO DE 60000 BTU,SERVICIO,0.0
601000010020,MANTENIMIENTO PREVENTIVO DE EQUIPO DE AIRE ACONDICIONADO DE 36000 BTU,SERVICIO,0.0
601000010023,MANTENIMIENTO PREVENTIVO DE EQUIPO DE AIRE ACONDICIONADO,SERVICIO,0.0
601000010024,REPARACION DE EQUIPO DE AIRE ACONDICIONADO,SERVICIO,0.0
601000010025,SERVICIO DE CAMBIO DE DUCTOS METALICOS PARA EQUIPO DE AIRE ACONDICIONADO,SERVICIO,0.0
601000010026,SERVICIO DE INSTALACION Y REUBICACION DE EQUIPOS DE AIRE ACONDICIONADO,SERVICIO,0.0
601000010028,"MANTENIMIENTO, LIMPIEZA DE FILTRO DE AIRE, VENTILADOR Y RECARGA DE GAS",SERVICIO,0.0
601000010030,MANTENIMIENTO CORRECTIVO DE COMPRESOR Y CONDENSADOR DE AIRE ACONDICIONADO,SERVICIO,0.0
601000010031,MANTENIMIENTO CORRECTIVO DE EVAPORADOR DE AIRE ACONDICIONADO,SERVICIO,0.0
601000010032,MANTENIMIENTO CORRECTIVO DE SISTEMA DE AIRE ACONDICIONADO DE BARCO,SERVICIO,0.0
601000010033,MANTENIMIENTO PREVENTIVO DE AIRE ACONDICIONADO TIPO DUCTO,SERVICIO,0.0
601000010034,MANTENIMIENTO CORRECTIVO DE SISTEMA DE AIRE ACONDICIONADO,SERVICIO,0.0
601000010035,SERVICIO DE REPOTENCIACION DE EQUIPOS DE AIRE ACONDICIONADO,SERVICIO,0.0
601000010039,MANTENIMIENTO CORRECTIVO DE EQUIPO DE AIRE ACONDICIONADO TIPO INDUSTRIAL,SERVICIO,0.0
601000010040,MANTENIMIENTO CORRECTIVO DE AIRE ACONDICIONADO TIPO DUCTO,SERVICIO,0.0
601000010042,MANTENIMIENTO PREVENTIVO DE EQUIPO DE AIRE ACONDICIONADO INDUSTRIAL,SERVICIO,0.0
601000010043,MANTENIMIENTO PREDICTIVO DE EQUIPOS DE AIRE ACONDICIONADO,SERVICIO,0.0
601000010044,MANTENIMIENTO PREVENTIVO DE EQUIPO DE AIRE ACONDICIONADO DE 24000 BTU,SERVICIO,0.0
601000010045,MANTENIMIENTO PREVENTIVO DE EQUIPO DE AIRE ACONDICIONADO DE 12000 BTU,SERVICIO,0.0
601000010046,MANTENIMIENTO PREVENTIVO DE EQUIPO DE AIRE ACONDICIONADO DOMESTICO,SERVICIO,0.0
601000010048,MANTENIMIENTO CORRECTIVO DE UNIDAD CONDENSADORA DE EQUIPO DE AIRE ACONDICONADO DE PRECISIÓN,SERVICIO,0.0
601000010049,MANTENIMIENTO PREVENTIVO DE DESHUMEDECEDOR,SERVICIO,0.0
601000010050,MANTENIMIENTO PREVENTIVO DE EQUIPO DE AIRE ACONDICIONADO DE 48000 BTU,SERVICIO,0.0
601000010051,MANTENIMIENTO PREVENTIVO DE EQUIPO DE AIRE ACONDICIONADO DE 120000 BTU,SERVICIO,0.0
601000010052,MANTENIMIENTO PREVENTIVO DE EQUIPO DE AIRE ACONDICIONADO DE 150000 BTU,SERVICIO,0.0
601000010053,MANTENIMIENTO PREVENTIVO DE EQUIPO DE AIRE ACONDICIONADO DE 180000 BTU,SERVICIO,0.0
601000010066,MANTENIMIENTO CORRECTIVO DE CHILLER,SERVICIO,0.0
601000010083,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE AIRE ACONDICIONADO,SERVICIO,0.0
601000020016,MANTENIMIENTO CORRECTIVO DE REFRIGERADORA ELECTRICA DOMESTICA,SERVICIO,0.0
601000020020,MANTENIMIENTO PREVENTIVO DE CALEFACTOR DE AIRE TIPO ELECTRICO,SERVICIO,0.0
601000020021,MANTENIMIENTO PREVENTIVO DE EXTRACTOR DE AIRE (EF),SERVICIO,0.0
601000020022,MANTENIMIENTO PREVENTIVO DE INYECTOR DE AIRE (SF) (VF),SERVICIO,0.0
601000020023,MANTENIMIENTO PREVENTIVO DE INYECTOR DE AIRE (SPF),SERVICIO,0.0
601000020024,MANTENIMIENTO PREVENTIVO DE UNIDAD CONDENSADORA TIPO CENTRAL,SERVICIO,0.0
601000020025,MANTENIMIENTO PREVENTIVO DE UNIDAD CONDENSADORA TIPO SPLIT,SERVICIO,0.0
601000020026,MANTENIMIENTO PREVENTIVO DE UNIDAD HUMEDECEDORA,SERVICIO,0.0
601000020027,MANTENIMIENTO PREVENTIVO REFRIGERADOR DOMESTICO,SERVICIO,0.0
601000020028,MANTENIMIENTO PREVENTIVO REFRIGERADOR CONSERVADOR,SERVICIO,0.0
601000020029,MANTENIMIENTO PREVENTIVO DE CAMARA FRIGORIFICA,SERVICIO,0.0
601000020030,MANTENIMIENTO PREVENTIVO DE PRE-FILTRO DOP 85%,SERVICIO,0.0
601000020031,MANTENIMIENTO PREVENTIVO DE PRE-FILTRO DOP 65%,SERVICIO,0.0
601000020032,MANTENIMIENTO PREVENTIVO DE PRE-FILTRO TIPO MALLA,SERVICIO,0.0
601000020033,MANTENIMIENTO PREVENTIVO DE REJILLAS (DUCTO DE EXTRACCION DE AIRE),SERVICIO,0.0
601000020034,MANTENIMIENTO PREVENTIVO DE REJILLAS (DUCTO DE INYECCION DE AIRE),SERVICIO,0.0
601000020035,MANTENIMIENTO CORRECTIVO DE CALEFACTOR DE AIRE TIPO ELECTRICO,SERVICIO,0.0
601000020036,MANTENIMIENTO CORRECTIVO DE EXTRACTOR DE AIRE (EF) ((TIPO TECHO),SERVICIO,0.0
601000020037,MANTENIMIENTO CORRECTIVO DE INYECTOR DE AIRE (SF) (VF),SERVICIO,0.0
601000020038,MANTENIMIENTO CORRECTIVO DE UNIDAD CONDENSADORA TIPO SPLIT,SERVICIO,0.0
601000020039,MANTENIMIENTO CORRECTIVO DE REFRIGERADOR DOMESTICO,SERVICIO,0.0
601000020040,MANTENIMIENTO CORRECTIVO DE REFRIGERADOR CONSERVADOR,SERVICIO,0.0
601000020041,MANTENIMIENTO CORRECTIVO DE CAMARA FRIGORIFICA,SERVICIO,0.0
601000020042,MANTENIMIENTO PREVENTIVO DE CAMARA DE CONSERVACION DE ALIMENTOS,SERVICIO,0.0
601000020043,MANTENIMIENTO PREVENTIVO DE REFRIGERADORA EXHIBIDORA,SERVICIO,0.0
601000020044,MANTENIMIENTO PREVENTIVO DE REFRIGERADOR,SERVICIO,0.0
601000020045,MANTENIMIENTO CORRECTIVO DE REFRIGERADOR,SERVICIO,0.0
601000020050,MANTENIMIENTO PREVENTIVO DE REFRIGERADORA FRIGOBAR,SERVICIO,0.0
601000020051,MANTENIMIENTO PREVENTIVO DE REFRIGERADORA ELECTRICA DE 16 PIES,SERVICIO,0.0
601000020052,MANTENIMIENTO PREVENTIVO DE REFRIGERADORA ELECTRICA DOMESTICA DE 16 PIES,SERVICIO,0.0
601000020053,MANTENIMIENTO PREVENTIVO DE REFRIGERADORA ELECTRICA DOMESTICA DE 12 PIES,SERVICIO,0.0
601000020054,MANTENIMIENTO PREVENTIVO DE REFRIGERADORA ELECTRICA DOMESTICA,SERVICIO,0.0
601000020055,MANTENIMIENTO PREVENTIVO DE REFRIGERADORA ELECTRICA DOMESTICA DE 10 PIES,SERVICIO,0.0
601000020056,MANTENIMIENTO INTEGRAL DE CAMARA FRIGORIFICA DE VACUNAS,SERVICIO,0.0
601000020057,MANTENIMIENTO PREVENTIVO DE COMPRESORAS Y EVAPORADORAS,SERVICIO,0.0
601000020058,MANTENIMIENTO CORRECTIVO DE COMPRESORAS Y EVAPORADORAS,SERVICIO,0.0
601000020064,SERVICIO DE CALIBRACION DE TIMER DE CONGELADORA,SERVICIO,0.0
601000020068,MANTENIMIENTO CORRECTIVO DE REFRIGERADORA DE VACUNAS SOLAR HORIZONTAL,SERVICIO,0.0
601000020069,MANTENIMIENTO CORRECTIVO DE REFRIGERADORA DE VACUNAS SOLAR VERTICAL,SERVICIO,0.0
601000020070,MANTENIMIENTO PREVENTIVO DE CONGELADORA HORIZONTAL,SERVICIO,0.0
601000020071,MANTENIMIENTO PREVENTIVO DE CONGELADORA VERTICAL,SERVICIO,0.0
601000020072,MANTENIMIENTO PREVENTIVO DE CAMARA FRIGORIFICA DE VACUNA,SERVICIO,0.0
601000020073,MANTENIMIENTO PREVENTIVO DE REFRIGERADORA SOLAR DE VACUNAS HORIZONTAL,SERVICIO,0.0
601000020074,MANTENIMIENTO PREVENTIVO DE REFRIGERADORA SOLAR DE VACUNAS VERTICAL,SERVICIO,0.0
601000020077,MANTENIMIENTO PREVENTIVO DE REFRIGERADORA DE VACUNAS HORIZONTAL,SERVICIO,0.0
601000020078,MANTENIMIENTO PREVENTIVO DE REFRIGERADORA DE VACUNAS VERTICAL,SERVICIO,0.0
601000020080,MANTENIMIENTO CORRECTIVO DE CAMARA DE REFRIGERACION,SERVICIO,0.0
601000020082,MANTENIMIENTO CORRECTIVO DE VITRINA EXHIBIDORA REFRIGERADA TIPO ABIERTO,SERVICIO,0.0
601000020084,MANTENIMIENTO PREVENTIVO DE VENTILADOR Y EXTRACTOR DE AIRE TIPO INDUSTRIAL,SERVICIO,0.0
601000020085,MANTENIMIENTO PREVENTIVO DE VITRINA CONSERVADORA DE ALIMENTOS,SERVICIO,0.0
601000020086,MANTENIMIENTO CORRECTIVO DE MOTOR DE EXTRACTOR DE AIRE,SERVICIO,0.0
601000020088,MANTENIMIENTO CORRECTIVO DE EXTRACTOR DE AIRE,SERVICIO,0.0
601000020089,SERVICIO DE CALIBRACIÓN DE ULTRACONGELADORA,SERVICIO,0.0
601000020091,MANTENIMIENTO PREVENTIVO DE EXTRACTOR DE AIRE,SERVICIO,0.0
601000020092,MANTENIMIENTO PREVENTIVO DE INYECTOR DE AIRE,SERVICIO,0.0
601000020093,MANTENIMIENTO PREVENTIVO DE CORTINA DE AIRE,SERVICIO,0.0
601000020095,MANTENIMIENTO PREVENTIVO DE ULTRACONGELADORA,SERVICIO,0.0
601000020096,MANTENIMIENTO CORRECTIVO DE ULTRACONGELADORA,SERVICIO,0.0
601000020097,SERVICIO DE CALIBRACIÓN DE TEMPERATURA DE REFRIGERADORA CONSERVADORA DE MEDICAMENTOS,SERVICIO,0.0
601000020105,MANTENIMIENTO PREVENTIVO DE REFRIGERADORA PARA LABORATORIO,SERVICIO,0.0
601000020107,MANTENIMIENTO PREVENTIVO DE SISTEMA ENFRIADOR DE AGUA,SERVICIO,0.0
601000020108,MANTENIMIENTO CORRECTIVO DE SISTEMA ENFRIADOR DE AGUA,SERVICIO,0.0
601000020111,MANTENIMIENTO PREVENTIVO DE CÁMARA DE REFRIGERACIÓN,SERVICIO,0.0
601000020117,SERVICIO DE MANTENIMIENTO PREVENTIVO DEL SISTEMA DE VENTILACION DE INYECCIÓN Y EXTRACCIÓN DE AIRE,SERVICIO,0.0
601000020118,SERVICIO DE MANTENIMIENTO CORRECTIVO DEL SISTEMA DE VENTILACION DE INYECCIÓN Y EXTRACCIÓN DE AIRE,SERVICIO,0.0
601000020121,MANTENIMIENTO PREVENTIVO DE REFRIGERADORA CONSERVADORA DE MATERIALES Y MUESTRAS DE LABORATORIO,SERVICIO,0.0
601000020126,MANTENIMIENTO PREVENTIVO DE EQUIPOS DE REFRIGERACION ELECTRICA INDUSTRIAL,SERVICIO,0.0
601000030002,MANTENIMIENTO PARA SISTEMAS DE AIRE COMPRIMIDO,SERVICIO,0.0
601000030005,MANTENIMIENTO PREVENTIVO ELECTROMECANICO DE UNIDAD ENFRIADORA,SERVICIO,0.0
601500010022,MANTENIMIENTO PREV. DE HORNO MICROONDAS,SERVICIO,0.0
601500010034,MANTENIMIENTO CORRECTIVO DE MARMITA,SERVICIO,0.0
601500010036,MANTENIMIENTO PREVENTIVO DE COCINA A GAS,SERVICIO,0.0
601500010037,MANTENIMIENTO PREVENTIVO DE LICUADORA,SERVICIO,0.0
601500010041,MANTENIMIENTO PREVENTIVO DE MARMITA,SERVICIO,0.0
601500010042,MANTENIMIENTO CORRECTIVO DE PELADORA DE PAPAS,SERVICIO,0.0
601500010045,MANTENIMIENTO CORRECTIVO DE AMASADORA SOBADORA,SERVICIO,0.0
601500010046,MANTENIMIENTO CORRECTIVO DE CAMPANA EXTRACTORA ELECTRICA,SERVICIO,0.0
601500010047,MANTENIMIENTO CORRECTIVO DE COCINA A GAS,SERVICIO,0.0
601500010048,MANTENIMIENTO CORRECTIVO DE COCINA A KEROSENE,SERVICIO,0.0
601500010049,MANTENIMIENTO CORRECTIVO DE COCINA A PETROLEO,SERVICIO,0.0
601500010050,MANTENIMIENTO CORRECTIVO DE COCINA ELECTRICA,SERVICIO,0.0
601500010051,MANTENIMIENTO CORRECTIVO DE HORNO ELECTRICO,SERVICIO,0.0
601500010052,MANTENIMIENTO CORRECTIVO DE HORNO MICROONDAS,SERVICIO,0.0
601500010053,MANTENIMIENTO CORRECTIVO DE LAVADORA DE VAJILLAS,SERVICIO,0.0
601500010054,MANTENIMIENTO CORRECTIVO DE LICUADORA INDUSTRIAL,SERVICIO,0.0
601500010055,MANTENIMIENTO CORRECTIVO DE MAQUINA CHUPETERA,SERVICIO,0.0
601500010056,MANTENIMIENTO CORRECTIVO DE MAQUINA DIVISORA - CORTADORA DE MASA,SERVICIO,0.0
601500010057,MANTENIMIENTO CORRECTIVO DE MAQUINA INDUSTRIAL PELADORA DE ALIMENTOS,SERVICIO,0.0
601500010058,MANTENIMIENTO CORRECTIVO DE MAQUINA INDUSTRIAL PICADORA DE ALIMENTOS,SERVICIO,0.0
601500010063,MANTENIMIENTO CORRECTIVO DE COCIN AUNDUSTRIAL,SERVICIO,0.0
601500010073,MANTENIMIENTO CORRECTIVO DE LICUADORA DOMESTICA,SERVICIO,0.0
601500010075,MANTENIMIENTO PREVENTIVO DE SARTEN ELECTRICA,SERVICIO,0.0
601500010076,MANTENIMIENTO PREVENTIVO DE MOLEDORA DE TUBERCULOS,SERVICIO,0.0
601500010077,MANTENIMIENTO PREVENTIVO DE PROCESADORA DE VEGETALES,SERVICIO,0.0
601500010080,MANTENIMIENTO CORRECTIVO DE SARTEN ELECTRICA VOLCABLE,SERVICIO,0.0
601500010086,MANTENIMIENTO CORRECTIVO DE TERMO ELECTRICO,SERVICIO,0.0
601500010089,MANTENIMIENTO PREVENTIVO DE PELADORA DE PAPAS,SERVICIO,0.0
601500010090,MANTENIMIENTO PREVENTIVO DE FREIDORA,SERVICIO,0.0
601500010092,MANTENIMIENTO PREVENTIVO DE MOBILIARIO DE COCINA,SERVICIO,0.0
601500010093,SERVICIO DE AMPLIACION DE CAMPANA EXTRACTORA,SERVICIO,0.0
601500010094,MANTENIMIENTO CORRECTIVO DE MOLEDORA DE CARNE,SERVICIO,0.0
601500010096,MANTENIMIENTO CORRECTIVO DE PLANCHA FREIDORA,SERVICIO,0.0
601500010097,MANTENIMIENTO PREVENTIVO DE HORNO GRATINADOR,SERVICIO,0.0
601500010098,MANTENIMIENTO CORRECTIVO DE MESA METALICA PARA CONSERVAR ALIMENTOS FRIOS,SERVICIO,0.0
601500010099,MANTENIMIENTO PREVENTIVO DE HORNO ELECTRICO,SERVICIO,0.0
601500020003,MANTENIMIENTO PREVENTIVO DE MOLINO ELECTRICO,SERVICIO,0.0
601500020004,MANTENIMIENTO PREVENTIVO DE MOLINO CENTRIFUGA,SERVICIO,0.0
601500020005,MANTENIMIENTO PREVENTIVO DE MOLINO DE MARTILLO DE GRANOS,SERVICIO,0.0
601500020006,MANTENIMIENTO CORRECTIVO DE MOLINO DE CAFE ELECTRICO,SERVICIO,0.0
601500020007,MANTENIMIENTO PREVENTIVO DE MOLEDOR DE CAFE ELECTRICO,SERVICIO,0.0
601500020009,MANTENIMIENTO PREVENTIVO DE CAFETERA ELECTRICA,SERVICIO,0.0
601500020010,MANTENIMIENTO CORRECTIVO DE MOLEDOR DE CAFE ELECTRICO,SERVICIO,0.0
601500020011,MANTENIMIENTO CORRECTIVO DE CAFETERA ELECTRICA,SERVICIO,0.0
602000010063,MANTENIMIENTO DEL SISTEMA ELECTRICO DE CONTINGENCIA UPS Y GRUPO ELECTROGENO,SERVICIO,0.0
602000010066,MANTENIMIENTO CORRECTIVO DE LIBRERIA DE BACKUP,SERVICIO,0.0
602000010067,MANTENIMIENTO PREVENTIVO DE MONITOR,SERVICIO,0.0
602000010068,MANTENIMIENTO Y ACONDICIONAMIENTO DEL SISTEMA ELECTRICO,SERVICIO,0.0
602000010069,MANTENIMIENTO DEL SERVIDOR CLUSTER,SERVICIO,0.0
602000010072,MANTENIMIENTO CORRECTIVO DE EQUIPOS DE COMPUTO Y POZOS DE TIERRA E INSTALACION DE PUNTOS DE RED,SERVICIO,0.0
602000010077,MANTENIMIENTO PREVENTIVO DE SERVIDORES Y CONCENTRADORES,SERVICIO,0.0
602000010078,MANTENIMIENTO PREVENTIVO DE SERVICDORES Y CONCENTRADORES,SERVICIO,0.0
602000010081,MANTENIMIENTO PREVENTIVO DE IMPRESORA,SERVICIO,0.0
602000010082,MANTENIMIENTO PREVENTIVO DE IMPRESORA A INYECCION DE TINTA,SERVICIO,0.0
602000010083,MANTENIMIENTO PREVENTIVO DE IMPRESORA MATRICIAL ANALOGICA,SERVICIO,0.0
602000010084,MANTENIMIENTO PREVENTIVO DE IMPRESORA MATRIZ DE PUNTO,SERVICIO,0.0
602000010085,SERVICIO DE REPOTENCIACION DE EQUIPO DE COMPUTO,SERVICIO,0.0
602000010087,MANTEMIENTO CORRECTIVO DE MONITOR,SERVICIO,0.0
602000010092,SERVICIO DE MANTENIMIENTO PREVENTIVO DEL CABLEADO DE REDES Y CONCENTRADORES,SERVICIO,0.0
602000010099,MANTENIMIENTO CORRECTIVO DE SCANNER,SERVICIO,0.0
602000010100,MANTENIMIENTO CORRECTIVO DE IMPRESORA,SERVICIO,0.0
602000010101,SERVICIO DE INSTALACION Y CONFIGURACION DE SERVIDOR (NO INCLUYE EL BIEN),SERVICIO,0.0
602000010102,MANTENIMIENTO PREVENTIVO DE COMPUTADORA PERSONAL PORTATIL,SERVICIO,0.0
602000010103,MANTENIMIENTO PREVENTIVO DE PROYECTOR MULTIMEDIA,SERVICIO,0.0
602000010104,MANTENIMIENTO PREVENTIVO DE SERVIDOR,SERVICIO,0.0
602000010105,MANTENIMIENTO CORRECTIVO DE EQUIPO DE COMPUTO,SERVICIO,0.0
602000010106,MANTENIMIENTO CORRECTIVO DE CAJERO AUTOMATICO,SERVICIO,0.0
602000010107,MANTENIMIENTO CORRECTIVO DE CAPTURADOR DE IMAGEN - SCANNER,SERVICIO,0.0
602000010108,MANTENIMIENTO CORRECTIVO DE COMPUTADORA DE MANO - WORKPAD,SERVICIO,0.0
602000010109,MANTENIMIENTO CORRECTIVO DE COMPUTADORA PERSONAL PORTATIL,SERVICIO,0.0
602000010110,MANTENIMIENTO CORRECTIVO DE COMPUTADORA SERVIDOR - MAIN FRAME,SERVICIO,0.0
602000010111,MANTENIMIENTO CORRECTIVO DE CONCENTRADOR DE RED,SERVICIO,0.0
602000010112,"MANTENIMIENTO CORRECTIVO DE CONMUTADOR DE VIDEO, TECLADO Y MOUSE",SERVICIO,0.0
602000010113,MANTENIMIENTO CORRECTIVO DE IMPRESORA A INYECCION DE TINTA,SERVICIO,0.0
602000010114,MANTENIMIENTO CORRECTIVO DE IMPRESORA DE CODIGO DE BARRAS,SERVICIO,0.0
602000010115,MANTENIMIENTO CORRECTIVO DE IMPRESORA DE DISCOS COMPACTOS,SERVICIO,0.0
602000010116,MANTENIMIENTO CORRECTIVO DE IMPRESORA LASER,SERVICIO,0.0
602000010117,MANTENIMIENTO CORRECTIVO DE IMPRESORA MATRIZ DE PUNTO,SERVICIO,0.0
602000010118,MANTENIMIENTO CORRECTIVO DE IMPRESORA PARA PLANOS - PLOTTERS,SERVICIO,0.0
602000010119,MANTENIMIENTO CORRECTIVO DE MONITOR A COLOR,SERVICIO,0.0
602000010120,MANTENIMIENTO CORRECTIVO DE MONITOR MONOCROMATICO,SERVICIO,0.0
602000010121,MANTENIMIENTO CORRECTIVO DE PANTALLA DE TOQUE EXTERNA - TOUCH SCREEN FLAT,SERVICIO,0.0
602000010122,MANTENIMIENTO CORRECTIVO DE PATCH PANEL - PANEL DE CONMUTACION,SERVICIO,0.0
602000010123,MANTENIMIENTO CORRECTIVO DE UNIDAD CENTRAL DE PROCESO - CPU,SERVICIO,0.0
602000010124,MANTENIMIENTO CORRECTIVO DE UNIDAD DE ARREGLO DE DISCO - DISK ARRAY,SERVICIO,0.0
602000010125,MANTENIMIENTO CORRECTIVO DE UNIDAD PARA COPIA DE SEGURIDAD - TAPE BACKUP EXTERNO,SERVICIO,0.0
602000010126,MANTENIMIENTO CORRECTIVO DE VIDEO CAMARA PARA COMPUTADORA,SERVICIO,0.0
602000010148,MANTENIMIENTO PREVENTIVO DE CAJERO AUTOMATICO,SERVICIO,0.0
602000010149,MANTENIMIENTO PREVENTIVO DE CAPTURADOR DE IMAGEN - SCANNER,SERVICIO,0.0
602000010150,MANTENIMIENTO PREVENTIVO DE COMPUTADORA DE MANO - WORKPAD,SERVICIO,0.0
602000010151,MANTENIMIENTO PREVENTIVO DE COMPUTADORA SERVIDOR - MAIN FRAME,SERVICIO,0.0
602000010152,MANTENIMIENTO PREVENTIVO DE CONCENTRADOR DE RED,SERVICIO,0.0
602000010153,"MANTENIMIENTO PREVENTIVO DE CONMUTADOR DE VIDEO, TECLADO Y MOUSE",SERVICIO,0.0
602000010154,MANTENIMIENTO PREVENTIVO DE IMPRESORA DE CODIGO DE BARRAS,SERVICIO,0.0
602000010155,MANTENIMIENTO PREVENTIVO DE IMPRESORA DE DISCOS COMPACTOS,SERVICIO,0.0
